case_name,dataset_split,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m,end_time_s,field_write_interval_s,metric_write_interval_s,run_status,final_time_s,mesh_ok,n_pressure_samples_status,n_area_average_samples,n_maximum_samples,peak_area_average_p_rgh_Pa,time_peak_area_average_p_rgh_s,peak_maximum_p_rgh_Pa,time_peak_maximum_p_rgh_s,peak_area_average_alpha_water,time_peak_area_average_alpha_water_s,peak_maximum_alpha_water,time_peak_maximum_alpha_water_s,first_local_wetting_time_s,first_distributed_wetting_time_s,local_wetting_duration_s,distributed_wetting_duration_s,area_average_pressure_impulse_Pa_s,maximum_pressure_impulse_Pa_s,final_area_average_p_rgh_Pa,final_maximum_p_rgh_Pa,final_area_average_alpha_water,final_maximum_alpha_water,area_average_p_rgh_percentile_90_Pa,area_average_p_rgh_percentile_95_Pa,area_average_p_rgh_percentile_99_Pa,area_average_p_rgh_top_0p01_mean_Pa,area_average_p_rgh_top_0p02_mean_Pa,area_average_p_rgh_top_0p05_mean_Pa,area_average_p_rgh_top_0p1_mean_Pa,area_average_p_rgh_rolling_0p025s_peak_mean_Pa,area_average_p_rgh_rolling_0p025s_peak_time_s,area_average_p_rgh_rolling_0p05s_peak_mean_Pa,area_average_p_rgh_rolling_0p05s_peak_time_s,area_average_p_rgh_rolling_0p1s_peak_mean_Pa,area_average_p_rgh_rolling_0p1s_peak_time_s,area_average_alpha_percentile_95,maximum_p_rgh_percentile_90_Pa,maximum_p_rgh_percentile_95_Pa,maximum_p_rgh_percentile_99_Pa,maximum_p_rgh_top_0p01_mean_Pa,maximum_p_rgh_top_0p02_mean_Pa,maximum_p_rgh_top_0p05_mean_Pa,maximum_p_rgh_top_0p1_mean_Pa,maximum_p_rgh_rolling_0p025s_peak_mean_Pa,maximum_p_rgh_rolling_0p025s_peak_time_s,maximum_p_rgh_rolling_0p05s_peak_mean_Pa,maximum_p_rgh_rolling_0p05s_peak_time_s,maximum_p_rgh_rolling_0p1s_peak_mean_Pa,maximum_p_rgh_rolling_0p1s_peak_time_s,maximum_alpha_percentile_95
surrGrid_H0240_obsH0042_x0380,training_grid,0.24,0.042,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2716.485,0.39,5196.785,0.18,0.9999791,0.9,1.0,0.18,0.175,0.54,1.325,0.96,852.4575175639992,1478.9732888772503,593.7371,699.9437,0.9974447,1.0,889.1453100000001,967.5591549999999,1311.819199999999,1861.6973333333335,1556.8455000000001,1245.7992000000004,1087.4905366666667,1300.7945000000002,0.2,1180.8150272727273,0.205,992.2703952380949,0.23,0.999876015,1856.5079,2443.2836000000016,4327.840909999999,4828.736666666667,4472.789833333333,3642.585733333333,2837.5097,4472.789833333334,0.19,3925.8113636363632,0.2,3158.374904761905,0.225,1.0
surrGrid_H0240_obsH0048_x0220,training_grid,0.24,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1458.516,0.11,3960.38,0.11,0.9983163,0.86,1.0,0.095,0.085,0.17,1.415,1.33,930.3170053225001,1457.2736547550003,597.5155,809.8186,0.9940561,1.0,771.33285,848.5523150000004,1300.93758,1402.125,1308.418,1101.8850066666666,950.5835233333333,1308.4180000000003,0.12,1171.2016818181817,0.125,988.3837380952378,0.15,0.99448147,1457.1598000000006,2225.5242000000007,3693.4174699999994,3889.873,3702.909833333333,3127.932866666667,2451.598633333334,3702.909833333333,0.11,3367.1394545454546,0.115,2810.5389999999998,0.14,1.0
surrGrid_H0240_obsH0048_x0250,training_grid,0.24,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2086.617,0.37,4077.274,0.125,0.9996535,0.805,1.0,0.11,0.105,0.24,1.395,1.26,956.3355667399994,1665.8882295800008,539.2294,689.694,0.9914249,1.0,773.87384,920.6774000000001,1418.58223,1641.8149999999998,1492.8483333333334,1247.7846,1039.3112133333334,1342.5563333333334,0.14,1219.191336363636,0.145,1014.851057142857,0.165,0.999137185,1897.6708000000006,2674.4429999999998,3865.2335499999995,3978.726,3891.1176666666665,3364.8478000000005,2812.1425000000004,3891.117666666667,0.125,3588.5108181818186,0.135,2969.112523809525,0.155,1.0
surrGrid_H0240_obsH0048_x0275,training_grid,0.24,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1411.491,0.145,4142.084,0.125,0.9999326,0.725,1.0,0.125,0.12,0.345,1.38,1.155,924.1448836475008,1723.5385317824991,609.0801,699.64,0.9920956,1.0,883.88334,1020.9348,1353.65123,1396.5316666666665,1340.906,1182.5259333333331,1059.0117066666667,1340.9059999999997,0.155,1222.2866636363635,0.16,1019.5359809523811,0.175,0.9994414599999999,2434.6202000000008,2767.555100000001,4043.8073099999997,4101.621333333333,4031.273666666666,3524.001733333333,3055.5687333333335,4031.2736666666665,0.14,3741.55109090909,0.145,3068.997190476189,0.17,1.0
surrGrid_H0240_obsH0048_x0292,training_grid,0.24,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1751.14,0.41,4351.884,0.135,0.9999609,0.8,1.0,0.135,0.13,0.49,1.37,1.01,902.4802661099999,1745.6708554075005,673.7693,729.8409,0.9640492,1.0,916.1555200000001,1024.39805,1347.1073199999994,1518.2540000000001,1418.1825000000001,1230.1318666666668,1103.26124,1331.7725,0.16,1220.808581818182,0.165,1021.0070523809524,0.185,0.9999268450000001,2685.9458000000022,3253.35325,4146.3443099999995,4237.8893333333335,4112.0505,3700.8260666666674,3361.9636333333337,4112.0505,0.15,3804.3445454545454,0.155,3107.828904761905,0.18,1.0
surrGrid_H0240_obsH0048_x0320,training_grid,0.24,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3512.516,0.42,4604.408,0.42,0.9999585,0.805,1.0,0.15,0.145,0.505,1.355,0.995,863.9525047087502,1678.9091693849994,898.1292,1062.922,0.8021373,1.0,918.6642100000003,1061.3273500000007,1406.9818399999997,2144.882666666667,1764.4515,1434.4632,1206.0974633333333,1323.6055,0.175,1221.681090909091,0.18,1018.4255428571427,0.2,0.9996519500000001,2493.6895000000004,3454.9367500000008,4404.69234,4511.778,4405.899166666667,4066.661266666667,3454.2753333333335,4257.152333333333,0.16,3881.064545454546,0.17,3140.3086190476192,0.195,1.0
surrGrid_H0240_obsH0048_x0350,training_grid,0.24,0.048,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2349.254,0.425,4851.352,0.165,0.9999137,0.815,1.0,0.165,0.16,0.515,1.34,0.985,837.3602318235,1578.1051039765002,698.4599,898.5772,0.8636051,1.0,957.1773800000001,1100.6833000000004,1349.8747899999998,1715.1413333333333,1529.7821666666669,1345.6719333333335,1187.668463333333,1313.8853333333334,0.19,1205.4076363636364,0.195,1049.6706619047613,0.755,0.9997999299999999,2163.2933,3060.4488499999998,4227.783589999998,4624.041333333334,4347.569666666666,3754.572866666667,3175.2789,4347.569666666666,0.175,3912.6496363636365,0.185,3166.4563333333326,0.21,1.0
surrGrid_H0240_obsH0048_x0380,training_grid,0.24,0.048,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1438.174,0.195,5053.1,0.18,0.9999281,0.92,1.0,0.18,0.175,0.535,1.325,0.965,811.5680582857502,1469.1977751554991,646.1897,792.7181,0.919481,1.0,862.8562300000001,1065.84745,1371.9658399999998,1396.432,1364.4853333333333,1217.9008,1091.5238566666667,1312.8355000000001,0.205,1199.291218181818,0.21,1012.9627809523809,0.23,0.9996651599999999,1934.8410000000017,2498.979200000001,4344.961419999998,4797.764666666667,4504.510833333334,3636.4594,2949.798333333334,4504.510833333334,0.19,3974.0716363636366,0.2,3201.2976666666664,0.225,1.0
surrGrid_H0240_obsH0060_x0220,training_grid,0.24,0.06,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1936.787,0.37,4319.675,0.115,0.9844955,0.81,1.0,0.095,0.085,0.2,1.415,1.3,971.4561471274997,1547.9064817550013,609.2876,829.4746,0.8951226,1.0,767.5051900000001,944.625575,1480.9940599999989,1728.198,1576.9758333333332,1281.461193333333,1059.8901733333332,1460.8576666666668,0.125,1292.3359999999998,0.13,1064.5088142857146,0.15,0.96644701,1567.1114000000002,2353.533650000001,3937.385369999999,4201.082333333333,3992.093666666666,3347.3053999999993,2597.0421333333334,3992.093666666666,0.115,3626.708818181818,0.115,2956.2440952380944,0.14,1.0
surrGrid_H0240_obsH0060_x0250,training_grid,0.24,0.06,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3442.339,0.405,5099.628,0.405,0.996931,0.81,1.0,0.11,0.105,0.32,1.395,1.18,957.6543958500004,1625.3024232999999,485.8832,689.5542,0.8019727,1.0,781.0065400000001,894.9734350000006,1476.6259599999996,2178.6916666666666,1812.8384999999998,1390.2478399999998,1104.0154733333331,1455.7606666666668,0.14,1310.953818181818,0.145,1077.0704952380952,0.165,0.9952723149999999,1570.6161000000004,2505.266450000002,4132.98096,4484.681666666666,4253.1720000000005,3672.4820000000013,2778.7748666666666,4057.2183333333323,0.13,3790.0146363636363,0.135,3091.081095238096,0.155,1.0
surrGrid_H0240_obsH0060_x0275,training_grid,0.24,0.06,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1497.192,0.15,4167.129,0.145,0.999813,0.77,1.0,0.125,0.12,0.4,1.38,1.1,900.4354991310001,1555.545975382499,635.2654,749.0436,0.9597506,1.0,746.2968000000001,940.4968850000006,1423.6788299999998,1464.6209999999999,1431.187,1258.0878000000002,1028.51079,1409.9928333333335,0.16,1289.7345454545457,0.16,1065.9837523809526,0.18,0.98652532,1485.1364000000008,2393.4030500000017,4117.74596,4152.196333333333,4116.865333333333,3594.4728666666665,2724.0778666666665,4116.865333333334,0.14,3876.2609090909095,0.145,3167.514095238095,0.17,1.0
surrGrid_H0240_obsH0060_x0292,training_grid,0.24,0.06,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2252.203,0.47,4392.538,0.135,0.9980418,0.735,1.0,0.135,0.13,0.43,1.37,1.07,854.1497370977501,1604.0218912950008,661.9012,773.6685,0.9352471,1.0,751.4427700000001,951.0114550000005,1392.4865199999995,1706.1793333333335,1533.2703333333332,1295.12744,1047.34834,1369.3140000000003,0.165,1266.5467272727271,0.17,1056.0823857142855,0.19,0.96364219,1620.6143000000004,2563.2916000000014,4181.76686,4270.407999999999,4196.2029999999995,3663.806733333333,2795.1180000000004,4196.203,0.15,3917.3725454545465,0.155,3197.7849047619056,0.18,1.0
surrGrid_H0240_obsH0060_x0320,training_grid,0.24,0.06,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2297.737,0.49,4487.545,0.15,0.9998736,0.735,1.0,0.15,0.145,0.475,1.355,1.025,830.1785250092499,1602.9521007224994,508.8578,803.3446,0.7696551,1.0,798.5335200000001,977.3214800000005,1370.1752899999997,1802.4233333333334,1575.052,1323.5895999999998,1095.5905733333332,1331.3785,0.18,1232.4706363636362,0.185,1042.8615571428568,0.205,0.987692675,1799.426200000001,2549.030350000002,4203.8529,4417.06,4286.753166666667,3691.580933333333,2905.2021000000004,4286.753166666667,0.16,3967.3465454545467,0.17,3217.956761904763,0.195,1.0
surrGrid_H0240_obsH0060_x0350,training_grid,0.24,0.06,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1950.132,0.505,4881.403,0.165,0.9999746,0.8,1.0,0.165,0.16,0.6,1.34,0.9,782.692844507751,1600.2721156695009,585.4657,912.1619,0.8132278,1.0,845.9517800000002,958.6993150000005,1357.66798,1583.0503333333334,1456.7085,1245.20676,1073.6723366666665,1305.781666666667,0.195,1208.6089818181817,0.2,1026.4101476190478,0.22,0.9980146150000001,1958.9867000000017,2820.023500000001,4265.609049999999,4636.863333333334,4383.472166666666,3716.4566000000004,3047.1853333333343,4383.472166666666,0.175,3996.266454545455,0.185,3234.807095238096,0.21,1.0
surrGrid_H0240_obsH0060_x0380,training_grid,0.24,0.06,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1653.886,0.63,5090.987,0.18,0.9950288,0.815,1.0,0.18,0.175,0.6,1.325,0.9,778.0256788789998,1552.1177935104997,477.429,977.7876,0.677261,1.0,785.0325300000001,940.7758050000006,1355.8983699999999,1471.3,1404.1543333333336,1235.4997066666665,1039.87872,1286.4948333333334,0.205,1188.8056909090908,0.215,1013.961171428572,0.235,0.988110975,2035.9896000000008,2865.856100000001,4363.865109999998,4796.31,4532.1645,3796.0158666666666,3099.112566666667,4532.1645,0.19,4049.354363636364,0.2,3258.422238095238,0.225,1.0
surrGrid_H0240_obsH0066_x0220,training_grid,0.24,0.066,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2507.517,0.385,4453.185,0.115,0.9924381,1.065,1.0,0.095,0.085,0.22,1.415,1.28,988.0492692724994,1590.5213032549984,682.8875,852.5893,0.9477993,1.0,781.76089,884.8342750000004,1607.6629299999995,1943.7103333333334,1714.0900000000001,1351.3097000000002,1078.6650500000003,1519.0578333333333,0.125,1334.3768181818182,0.13,1090.3859333333337,0.15,0.9737266800000001,1494.2799000000005,2352.1462500000016,3991.6037799999976,4315.817,4097.890666666666,3506.3331999999996,2664.1295999999993,4097.890666666667,0.115,3735.1490909090917,0.115,3019.7940000000003,0.14,1.0
surrGrid_H0240_obsH0066_x0250,training_grid,0.24,0.066,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1606.149,0.14,4253.695,0.135,0.9861908,1.165,1.0,0.11,0.105,0.345,1.395,1.155,933.9191042025,1549.622858112501,443.6032,728.3527,0.7186627,1.0,776.2874300000001,940.9086300000004,1474.8981199999994,1574.646,1503.0363333333335,1278.99498,1048.3600233333334,1503.0363333333335,0.145,1346.7728181818181,0.15,1097.7757761904759,0.165,0.9800835299999999,1493.7686000000006,2367.228250000002,4136.537700000001,4207.216333333333,4111.658666666666,3564.286733333333,2691.3439,4111.658666666666,0.13,3867.9551818181817,0.135,3140.688571428571,0.155,1.0
surrGrid_H0240_obsH0066_x0275,training_grid,0.24,0.066,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1572.206,0.485,4182.388,0.145,0.9414025,0.785,1.0,0.125,0.12,0.41,1.38,1.09,899.6974539919995,1516.9098057325002,589.1493,722.0695,0.9056354,1.0,735.71536,964.4042650000001,1469.952,1522.9779999999998,1467.6669999999997,1264.6675266666664,1035.4347266666664,1429.7468333333336,0.16,1306.5020909090906,0.165,1078.3222190476195,0.18,0.9331292449999999,1462.5780000000004,2431.4147500000017,4148.605159999999,4172.388666666667,4139.054666666667,3644.7752000000005,2751.0620666666664,4139.054666666667,0.14,3921.525181818182,0.145,3207.8104761904756,0.17,1.0
surrGrid_H0240_obsH0066_x0292,training_grid,0.24,0.066,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1449.253,0.165,4401.754,0.135,0.9504892,0.75,1.0,0.135,0.13,0.435,1.37,1.065,826.1848688644999,1472.1188278075006,667.0388,824.5378,0.9250302,1.0,701.20849,968.4951700000004,1358.6060299999995,1429.7073333333335,1386.1478333333334,1231.4560666666666,1006.9277866666667,1377.7123333333336,0.17,1269.1933636363638,0.175,1063.399947619048,0.19,0.93784502,1493.4227,2449.8320000000017,4167.09728,4267.463666666667,4201.626833333333,3662.5081333333333,2757.6087666666663,4201.626833333333,0.15,3946.1542727272736,0.155,3228.952285714285,0.18,1.0
surrGrid_H0240_obsH0066_x0320,training_grid,0.24,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2064.967,0.54,4494.077,0.155,0.9999754,0.745,1.0,0.15,0.145,0.47,1.355,1.03,840.5000497077498,1532.3102099975,571.3225,840.9281,0.8145153,1.0,787.1183600000002,986.1339200000003,1337.1036299999996,1608.0996666666667,1460.5238333333334,1252.6794000000002,1048.6047233333334,1319.9806666666664,0.185,1227.0487272727273,0.185,1043.4194428571432,0.205,0.99592181,1519.6130000000007,2561.0932500000017,4208.0198599999985,4426.016666666666,4296.902,3712.932733333333,2818.114966666667,4296.902,0.16,4000.5993636363633,0.17,3244.7069047619048,0.195,1.0
surrGrid_H0240_obsH0066_x0350,training_grid,0.24,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2184.061,0.56,4888.097,0.165,0.9999831,0.785,1.0,0.165,0.16,0.505,1.34,0.995,795.5472492967493,1526.6603484857485,536.763,917.5703,0.7346893,1.0,818.1589600000001,951.9253450000002,1307.07707,1614.683,1444.3311666666666,1224.33718,1045.7805466666666,1285.0143333333335,0.195,1196.7937272727272,0.2,1022.5208571428573,0.22,0.9983762950000001,1651.3201000000001,2566.7854000000016,4267.565109999998,4647.492666666667,4389.845166666667,3730.3036,2847.5713666666666,4389.845166666666,0.175,4019.2403636363642,0.185,3256.572952380953,0.21,1.0
surrGrid_H0240_obsH0066_x0380,training_grid,0.24,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2213.773,0.565,5101.803,0.18,0.9717778,0.97,1.0,0.18,0.175,0.535,1.325,0.965,770.4036609909999,1559.50746106075,457.0387,955.6275,0.6637346,1.0,784.6114299999999,912.9448400000006,1274.9317099999998,1609.7876666666668,1429.9191666666666,1223.5019666666662,1026.0836399999996,1258.6215000000002,0.21,1172.3839,0.215,1006.7900095238093,0.235,0.9564722699999999,1911.7535000000012,2546.2784500000016,4369.483859999998,4804.241,4532.886333333333,3748.342933333333,2950.741566666666,4532.886333333333,0.19,4067.114909090909,0.2,3276.2245714285714,0.225,1.0
surrGrid_H0240_obsH0072_x0220,training_grid,0.24,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1748.321,0.12,4523.569,0.12,0.9543509,1.26,1.0,0.095,0.085,0.245,1.415,1.255,964.4651206874996,1585.2437653024995,565.7782,844.7536,0.8071296,1.0,774.4446899999999,898.1720000000005,1572.00558,1675.7563333333335,1562.1560000000002,1279.742866666667,1041.8860433333332,1562.156,0.13,1370.9631818181817,0.135,1111.7244238095236,0.155,0.93860567,1481.1990000000005,2239.241250000002,4185.16624,4393.593333333334,4195.656833333333,3517.4704666666667,2640.173233333334,4195.656833333333,0.12,3836.400636363636,0.115,3082.4096190476203,0.14,1.0
surrGrid_H0240_obsH0072_x0250,training_grid,0.24,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1631.383,0.14,4274.475,0.135,0.946479,1.435,1.0,0.11,0.105,0.365,1.395,1.135,916.876617415001,1560.1682282324987,583.9661,802.4004,0.8649942,1.0,748.86011,928.6323300000006,1524.48178,1589.0283333333334,1515.2106666666666,1279.0923799999998,1038.3669799999998,1515.2106666666666,0.145,1367.5182727272722,0.15,1110.1490000000001,0.17,0.9194129600000001,1477.6654000000005,2399.503250000002,4147.259429999999,4238.212333333333,4151.964999999999,3622.6537999999996,2713.0556999999994,4151.965,0.135,3928.7624545454546,0.135,3184.1287619047616,0.155,1.0
surrGrid_H0240_obsH0072_x0275,training_grid,0.24,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1492.479,0.16,4181.644,0.145,0.9144324,1.055,1.0,0.125,0.12,0.415,1.38,1.085,846.3763031915004,1538.6029610950009,399.5287,644.8859,0.6567486,1.0,700.3974000000001,941.2103450000003,1424.05353,1478.653,1420.4413333333332,1227.596373333333,1009.5070699999998,1420.4413333333334,0.16,1308.1259090909089,0.165,1082.769042857143,0.185,0.84957502,1599.7080000000005,2643.4198000000024,4144.173089999999,4165.125333333333,4133.631,3694.0146000000004,2864.229433333334,4125.104333333333,0.14,3936.5837272727267,0.145,3233.0960476190467,0.17,1.0
surrGrid_H0240_obsH0072_x0292,training_grid,0.24,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2166.262,0.535,4415.089,0.135,0.9138504,1.415,1.0,0.135,0.13,0.44,1.37,1.06,830.4868240397504,1521.4131238300006,464.1757,676.5581,0.7191813,1.0,691.7180800000001,935.431035,1383.8221899999996,1671.0106666666668,1513.8031666666666,1264.0613799999999,1020.8862533333332,1363.9591666666665,0.17,1263.5407272727273,0.175,1060.4413952380953,0.195,0.904413255,1620.387800000001,2651.8722000000016,4168.067209999999,4261.738333333334,4197.137166666666,3767.1409333333336,2899.8611666666666,4197.137166666667,0.15,3964.1803636363634,0.155,3249.99580952381,0.18,1.0
surrGrid_H0240_obsH0072_x0320,training_grid,0.24,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1350.848,0.18,4490.93,0.15,0.9433685,0.735,1.0,0.15,0.145,0.47,1.355,1.03,815.2482680432499,1490.2762459800003,612.8396,880.087,0.9036975,1.0,659.82602,873.650395,1294.8764099999999,1340.8576666666668,1302.217,1137.8350266666666,941.5664133333333,1302.2169999999999,0.185,1211.6310000000003,0.19,1036.594623809524,0.205,0.918838515,1465.3649000000007,2447.7675000000017,4215.6320399999995,4414.642666666667,4288.505833333334,3697.680533333333,2778.942033333333,4288.505833333334,0.16,4009.946181818182,0.17,3259.948380952381,0.195,1.0
surrGrid_H0240_obsH0072_x0350,training_grid,0.24,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2070.529,0.59,4912.38,0.165,0.9955431,0.78,1.0,0.165,0.16,0.5,1.34,1.0,782.5340553787503,1487.4946829785001,524.1353,872.129,0.7259067,1.0,751.4154000000003,865.3592000000004,1277.45811,1549.6183333333336,1400.6298333333332,1187.3617933333333,990.2222599999999,1252.8891666666668,0.2,1174.9662727272726,0.2,1012.5218380952382,0.22,0.983091945,1562.2458000000006,2582.9813000000013,4263.739519999999,4659.483666666667,4395.436666666667,3763.4905999999996,2862.6202000000003,4395.436666666667,0.175,4032.293909090909,0.185,3272.055952380952,0.21,1.0
surrGrid_H0240_obsH0072_x0380,training_grid,0.24,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1256.374,0.205,5109.933,0.18,0.999775,0.745,1.0,0.18,0.175,0.53,1.325,0.97,777.8319282649996,1524.8066576445003,509.4317,785.5748,0.6927693,1.0,829.52589,884.8477000000004,1229.4731499999998,1249.2383333333335,1221.9843333333336,1087.99602,967.1892166666669,1221.9843333333336,0.21,1146.8564000000001,0.215,993.7022285714281,0.235,0.98864199,1707.2337000000005,2441.0643000000014,4374.230399999999,4801.998666666667,4532.4695,3724.934866666667,2846.6571,4532.4695,0.19,4074.447,0.2,3287.1671428571426,0.225,1.0
surrGrid_H0250_obsH0030_x0220,training_grid,0.25,0.03,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1499.999,0.275,3445.961,0.095,0.9998897,0.87,1.0,0.095,0.085,0.14,1.415,1.3599999999999999,889.5022337525003,1487.3764961675006,684.3939,906.6652,0.979514,1.0,761.39795,791.7914250000001,984.2812049999991,1233.9146666666666,1095.5983999999999,937.3105066666666,854.4775733333332,995.7488500000001,0.11,922.6809727272725,0.12,831.6119285714286,0.145,0.9988002600000001,1578.602400000001,2338.9555000000005,3078.416149999998,3393.884,3200.753166666667,2826.2111333333332,2379.545266666667,3200.753166666667,0.105,2959.0354545454543,0.115,2640.827380952381,0.14,1.0
surrGrid_H0250_obsH0030_x0250,training_grid,0.25,0.03,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4530.298,0.325,6982.347,0.325,0.9997978,0.9,1.0,0.11,0.105,0.17,1.395,1.33,930.1415136299994,1536.359592944999,706.6725,861.6465,0.9910497,1.0,748.6339500000001,831.28994,1129.1727199999996,2285.744666666667,1675.7888333333333,1214.6204266666668,999.63509,1322.1496999999997,0.33,998.7093000000003,0.135,867.7622714285717,0.16,0.99925498,1617.6658000000011,2527.4439500000008,3589.3030999999987,4823.204000000001,4133.011000000001,3375.1648000000005,2706.3287000000005,3499.018333333333,0.125,3240.7803636363637,0.13,2824.0255714285718,0.155,1.0
surrGrid_H0250_obsH0030_x0275,training_grid,0.25,0.03,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1269.348,0.335,4107.039,0.125,0.999999,0.825,1.0,0.125,0.12,0.2,1.38,1.3,939.2372424250004,1689.8365902899998,704.8023,962.7088,0.9866991,1.0,863.05461,914.5328900000002,1170.9138,1231.955,1175.4068333333335,1056.3072200000001,974.51827,1127.5356666666669,0.145,1046.8644090909092,0.15,892.4214428571429,0.175,0.99995599,1971.9847,2418.472400000001,3627.6483699999994,3936.6836666666663,3697.0601666666666,3231.6878000000006,2693.7619999999997,3697.0601666666666,0.14,3432.9825454545444,0.145,2933.380285714286,0.17,1.0
surrGrid_H0250_obsH0030_x0292,training_grid,0.25,0.03,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1660.777,0.335,4347.684,0.135,0.9999987,0.775,1.0,0.135,0.13,0.225,1.37,1.275,926.6329301085001,1649.225605475001,772.7475,971.8635,0.997083,1.0,935.95655,980.391345,1184.2255599999999,1391.281,1253.8616666666667,1105.3457733333335,1030.6769100000001,1151.4755,0.155,1069.8575363636364,0.16,960.3465047619048,0.725,0.99997826,1869.3144000000002,2430.640650000001,3679.289779999999,4112.175,3852.109333333334,3321.943266666667,2680.773733333334,3852.1093333333324,0.145,3548.273363636364,0.155,2998.938190476191,0.18,1.0
surrGrid_H0250_obsH0030_x0320,training_grid,0.25,0.03,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3872.085,0.335,4988.309,0.335,0.9999988,0.785,1.0,0.15,0.145,0.26,1.355,1.24,927.3315160134997,1626.7926954599984,669.1687,999.806,0.9855804,1.0,940.4292100000002,1071.2941,1237.00543,2163.6389999999997,1681.9578333333332,1338.4582000000003,1175.8823700000003,1244.8531333333337,0.335,1105.860272727272,0.755,1046.578128571429,0.755,0.999940175,1985.1309000000003,2527.809350000001,4324.424659999998,4755.915666666667,4378.118333333333,3596.8158666666664,2870.5905000000007,4133.269666666667,0.16,3705.246454545455,0.17,3074.35361904762,0.195,1.0
surrGrid_H0250_obsH0030_x0350,training_grid,0.25,0.03,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2379.557,0.335,4891.237,0.165,0.9999876,0.985,1.0,0.165,0.16,0.32,1.34,1.18,920.0340409470004,1642.1932860470001,639.7096,844.8165,0.9717796,1.0,917.52851,1053.4605500000002,1292.59394,1710.0269999999998,1484.8289999999997,1283.9436666666663,1133.041713333333,1220.8515,0.18,1126.9633272727278,0.78,1036.2253142857141,0.78,0.999945645,2037.5287,2695.7356000000004,4061.2340999999965,4644.858666666667,4230.457833333334,3507.526466666667,2921.0882333333343,4230.457833333334,0.175,3762.3987272727277,0.185,3108.971952380953,0.21,1.0
surrGrid_H0250_obsH0030_x0380,training_grid,0.25,0.03,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3757.085,0.33,5131.528,0.18,0.9999513,1.39,1.0,0.18,0.175,0.52,1.325,0.98,915.7262908984999,1647.3544533007494,676.1165,939.8017,0.997648,1.0,871.3728400000001,983.8145900000002,1328.3572399999985,2363.7936666666665,1833.5871666666665,1398.7980666666665,1159.3481400000003,1248.9718333333333,0.195,1122.480490909091,0.205,935.9316904761906,0.23,0.99991244,1867.8099000000004,2606.655900000001,4468.660979999998,4860.3859999999995,4513.882500000001,3677.4372000000003,2936.8336333333336,4370.040333333333,0.19,3835.455181818182,0.2,3144.3309523809535,0.225,1.0
